VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
4692,KOBRAND CORPORATION,25064,Jadot Beaune Bressandes 13,29.52,43.99,750.0,1,29.52,3.0,131.97,87.98,0.33,9139.38,102.45,77.63127983632644,3.0,4.470528455284553,29.52,Small,-59.04
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,28.38,43.99,750.0,1,28.38,6.0,263.94,219.95000000000002,0.66,19016.59,235.56,89.247556262787,6.0,9.300211416490486,28.38,Small,-141.9
1392,CONSTELLATION BRANDS INC,19108,Toasted Head BB Oaked Svgn B,7.09,10.99,750.0,4,28.36,6.0,77.94,24.98,0.67,79528.99,49.58,63.61303566846293,1.5,2.7482369534555713,7.09,Small,-14.18
9165,ULTRA BEVERAGE COMPANY LLP,22624,A Bichot Merc Champs M,28.1,42.99,750.0,1,28.1,4.0,171.96,85.98,0.44,68054.7,143.86,83.65899046289836,4.0,6.119572953736655,28.1,Small,-84.30000000000001
10754,PERFECTA WINES,23747,Ch Cantemerie 12 Haut-Medoc,27.88,40.99,750.0,1,27.88,5.0,204.95000000000002,163.96,0.55,28720.52,177.07000000000002,86.39668211758966,5.0,7.3511477761836455,27.88,Small,-111.52
653,STATE WINE & SPIRITS,21300,Clos LaChance Meritage,6.8,15.99,750.0,4,27.2,6.0,59.94,49.95,0.66,8014.9800000000005,32.739999999999995,54.62128795462128,1.5,2.2036764705882352,6.8,Small,-13.6
9744,FREDERICK WILDMAN & SONS,24388,Steph Avrn Chn Vielles Vig,13.6,19.99,750.0,2,27.2,9.0,179.91,139.92999999999998,1.0,3999.93,152.71,84.88132955366574,4.5,6.614338235294118,13.6,Small,-95.2
90024,VINILANDIA USA,45992,Casa Liliana Good Chard,6.75,10.99,750.0,4,27.0,5.0,54.95,43.96,0.55,2802.64,27.950000000000003,50.864422202001826,1.25,2.035185185185185,6.75,Small,-6.75
653,STATE WINE & SPIRITS,16584,Pali Winsdor Oaks Pnt Nr RRV,26.02,37.99,750.0,1,26.02,2.0,75.98,75.98,0.22,8014.9800000000005,49.96000000000001,65.75414582784944,2.0,2.920061491160646,26.02,Small,-26.02
4425,MARTIGNETTI COMPANIES,19304,Dalton Canaan Red,6.45,15.99,750.0,4,25.8,5.0,49.95,19.98,0.56,144929.24,24.150000000000002,48.34834834834835,1.25,1.936046511627907,6.45,Small,-6.45
9165,ULTRA BEVERAGE COMPANY LLP,9031,Tempus Fugit de Violettes,25.77,32.99,750.0,1,25.77,1.0,32.99,32.99,0.79,68054.7,7.220000000000002,21.885419824189153,1.0,1.2801707411719054,25.77,Small,0.0
12546,JIM BEAM BRANDS COMPANY,1035,Pinnacle Vodka Gift Pak,8.59,12.99,750.0,3,25.77,13.0,144.87,122.89,10.25,123880.97,119.10000000000001,82.21163802029406,4.333333333333333,5.621653084982538,8.59,Small,-85.9
4425,MARTIGNETTI COMPANIES,34021,Chanrion Cote de Brouilly,12.66,18.99,750.0,2,25.32,4.0,75.96,75.96,0.44,144929.24,50.63999999999999,66.66666666666666,2.0,2.9999999999999996,12.66,Small,-25.32
7153,PINE STATE TRADING CO,23948,Ch La Croix Lartigue 09,25.15,38.99,750.0,1,25.15,16.0,623.84,506.87,1.77,15884.82,598.69,95.96851756860734,16.0,24.804771371769387,25.15,Small,-377.25
90047,CRUSH WINES,15582,Vieux Clocher Rose CDR,8.1,11.99,750.0,3,24.299999999999997,2.0,24.98,24.98,0.22,1457.73,0.6800000000000033,2.722177742193768,0.6666666666666666,1.0279835390946503,8.1,Small,8.1
4425,MARTIGNETTI COMPANIES,12149,Hobbs Crossbarn Pnt Nr RRV,23.99,35.99,750.0,1,23.99,4.0,143.96,143.96,0.44,144929.24,119.97000000000001,83.33564879133093,4.0,6.000833680700293,23.99,Small,-71.97
4425,MARTIGNETTI COMPANIES,20001,Soter Vyds North Vly Pnt Nr,23.97,34.99,750.0,1,23.97,12.0,419.88,384.89000000000004,1.32,144929.24,395.90999999999997,94.29122606458988,12.0,17.51689612015019,23.97,Small,-263.66999999999996
10754,PERFECTA WINES,23137,Circadia Cab Svgn Napa Vly,23.97,34.99,750.0,1,23.97,1.0,74.99,74.99,0.11,28720.52,51.019999999999996,68.03573809841312,1.0,3.128493950771798,23.97,Small,0.0
7749,R.P.IMPORTS INC,43013,Anastasi Estates Messinia Rd,7.94,11.99,750.0,3,23.82,5.0,59.95,35.97,0.55,91.5,36.13,60.26688907422852,1.6666666666666667,2.5167926112510495,7.94,Small,-15.88
4692,KOBRAND CORPORATION,22543,Jadot Santenay Clos Rous 12,23.48,34.99,750.0,1,23.48,1.0,34.99,34.99,0.11,9139.38,11.510000000000002,32.89511288939697,1.0,1.4902044293015333,23.48,Small,0.0
10754,PERFECTA WINES,24575,Failla Pnt Nr Sonoma Cst,23.17,34.99,750.0,1,23.17,12.0,419.88,349.90000000000003,1.32,28720.52,396.71,94.4817566923883,12.0,18.121709106603365,23.17,Small,-254.87
4692,KOBRAND CORPORATION,22533,Jadot Marsannay Clos Roy 12,23.02,34.99,750.0,1,23.02,1.0,34.99,34.99,0.11,9139.38,11.970000000000002,34.20977422120606,1.0,1.5199826238053868,23.02,Small,0.0
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,22.21,29.99,750.0,1,22.21,24.0,719.76,599.8,18.94,28720.52,697.55,96.91424919417582,24.0,32.407023863124714,22.21,Small,-510.83000000000004
4425,MARTIGNETTI COMPANIES,37940,Staglin Salus Rthfd Chard,22.06,49.99,750.0,1,22.06,2.0,63.98,63.98,0.22,144929.24,41.92,65.5204751484839,2.0,2.900271985494107,22.06,Small,-22.06
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,3.65,14.99,750.0,6,21.9,5.0,26.45,5.29,0.56,68054.7,4.550000000000001,17.202268431001894,0.8333333333333334,1.2077625570776256,3.65,Small,3.65
7245,PROXIMO SPIRITS INC.,957,Hangar One Blueberry Vodka,21.37,27.99,750.0,1,21.37,1.0,27.99,27.99,0.79,38994.78,6.619999999999997,23.65130403715612,1.0,1.3097800655124003,21.37,Small,0.0
8673,STE MICHELLE WINE ESTATES,10399,Spring Vly Uriah Walla Walla,21.33,31.99,750.0,1,21.33,1.0,34.99,34.99,0.11,15919.7,13.660000000000004,39.03972563589598,1.0,1.6404125644631975,21.33,Small,0.0
10754,PERFECTA WINES,22075,Kesselstatt Piesporter Gold,20.4,29.99,750.0,1,20.4,5.0,149.95,89.97,0.56,28720.52,129.54999999999998,86.39546515505168,5.0,7.3504901960784315,20.4,Small,-81.6
3960,DIAGEO NORTH AMERICA INC,7851,Piehole Pecan Pie,0.79,0.99,50.0,25,19.75,22.0,21.78,14.85,1.12,257032.07,2.030000000000001,9.32047750229569,0.88,1.1027848101265822,0.79,Large,2.37
4425,MARTIGNETTI COMPANIES,27033,Penfolds B28 Shiraz/Kalimna,19.73,29.99,750.0,1,19.73,3.0,98.97,98.97,0.33,144929.24,79.24,80.06466606042235,3.0,5.016218955904714,19.73,Small,-39.46
3960,DIAGEO NORTH AMERICA INC,2650,Tanqueray Old Tom Gin,19.68,24.99,1000.0,1,19.68,21.0,524.79,199.92,22.05,257032.07,505.10999999999996,96.24992854284571,21.0,26.666158536585364,19.68,Small,-393.6
4692,KOBRAND CORPORATION,25077,Jadot Mercurey 13,19.6,29.99,750.0,1,19.6,14.0,419.85999999999996,299.9,1.55,9139.38,400.25999999999993,95.33177725908637,14.0,21.421428571428567,19.6,Small,-254.8
17035,PERNOD RICARD USA,8063,Absolut Pears,1.59,1.99,50.0,12,19.08,50.0,99.5,59.7,2.56,123780.22,80.42,80.82412060301507,4.166666666666667,5.214884696016772,1.5899999999999999,Medium,-60.42
3960,DIAGEO NORTH AMERICA INC,5104,Nuvo Lemon Sorbet Liqueur,18.93,24.99,750.0,1,18.93,2.0,49.98,49.98,1.58,257032.07,31.049999999999997,62.12484993997599,2.0,2.6402535657686212,18.93,Small,-18.93
1601,VRANKEN AMERICA,24154,Ch La Gordonne Chapelle Rose,18.91,27.99,1500.0,1,18.91,1.0,27.99,27.99,0.22,1048.97,9.079999999999998,32.440157198999636,1.0,1.4801692226335272,18.91,Small,0.0
4425,MARTIGNETTI COMPANIES,19396,La Petite Maison Ventoux Bl,4.6,11.99,750.0,4,18.4,5.0,34.95,20.97,0.55,144929.24,16.550000000000004,47.35336194563663,1.25,1.8994565217391308,4.6,Small,-4.6
9165,ULTRA BEVERAGE COMPANY LLP,797,Creme Yvette Liqueur,18.31,23.99,750.0,1,18.31,2.0,47.98,47.98,1.58,68054.7,29.669999999999998,61.83826594414339,2.0,2.6204259967231023,18.31,Small,-18.31
9165,ULTRA BEVERAGE COMPANY LLP,752,Meletti Cioccolato,18.11,24.99,750.0,1,18.11,1.0,24.99,24.99,0.79,68054.7,6.879999999999999,27.53101240496198,1.0,1.3799006073992268,18.11,Small,0.0
10754,PERFECTA WINES,17385,Ch La Fleur Patris-Querre 09,17.8,36.49,750.0,1,17.8,3.0,77.97,51.98,0.33,28720.52,60.17,77.1707066820572,3.0,4.380337078651685,17.8,Small,-35.6
4425,MARTIGNETTI COMPANIES,24994,Couvent des Thorins Moulin,17.44,25.99,750.0,1,17.44,2.0,51.98,51.98,0.22,144929.24,34.53999999999999,66.44863409003462,2.0,2.980504587155963,17.44,Small,-17.44
6785,PALM BAY INTERNATIONAL INC,23925,Cote Mas Blanc Mediterrane,5.8,8.99,1000.0,3,17.4,29.0,260.71,116.87,4.35,13605.41,243.30999999999997,93.32591768631812,9.666666666666666,14.983333333333333,5.8,Small,-150.79999999999998
4425,MARTIGNETTI COMPANIES,25184,Riglos Gran Cab Svgn,17.23,24.99,750.0,1,17.23,4.0,99.96,99.96,0.44,144929.24,82.72999999999999,82.76310524209684,4.0,5.8015089959373185,17.23,Small,-51.69
4425,MARTIGNETTI COMPANIES,25154,Vina Cobos Cocodrilo Corte,17.0,24.99,750.0,1,17.0,8.0,199.92,199.92,0.88,144929.24,182.92,91.49659863945578,8.0,11.76,17.0,Small,-119.0
10754,PERFECTA WINES,21446,La Demoiselle Sociando Haut,17.0,24.99,750.0,1,17.0,8.0,199.92000000000002,49.98,0.9,28720.52,182.92000000000002,91.49659863945578,8.0,11.760000000000002,17.0,Small,-119.0
201359,FLAVOR ESSENCE INC,90609,Flavor Essence Variety 5 Pak,17.0,24.99,162.5,1,17.0,5.0,124.94999999999999,124.94999999999999,0.1,0.09,107.94999999999999,86.39455782312925,5.0,7.35,17.0,Small,-68.0
9165,ULTRA BEVERAGE COMPANY LLP,2671,Christian Drouin Calvados,16.78,22.99,375.0,1,16.78,7.0,160.92999999999998,160.92999999999998,2.73,68054.7,144.14999999999998,89.5731063195178,7.0,9.59058402860548,16.78,Small,-100.68
1650,Circa Wines,22225,Gifft Chardonnay,8.05,13.99,750.0,2,16.1,6.0,83.94,13.99,0.68,211.97,67.84,80.81963307124137,3.0,5.213664596273292,8.05,Small,-32.2
7245,PROXIMO SPIRITS INC.,3152,Three Olives Jacked Apple,7.91,10.99,750.0,2,15.82,11.0,120.89,98.91,8.67,38994.78,105.07,86.91372321945569,5.5,7.6415929203539825,7.91,Small,-71.19
3960,DIAGEO NORTH AMERICA INC,5361,Grind Espresso Shot,0.79,0.99,50.0,20,15.8,48.0,47.52,19.8,2.49,257032.07,31.720000000000002,66.75084175084174,2.4,3.007594936708861,0.79,Large,-22.12
9165,ULTRA BEVERAGE COMPANY LLP,17100,Z-52 Znfdl Lodi Old Vines,5.19,7.99,750.0,3,15.57,22.0,175.78,143.82,2.42,68054.7,160.21,91.14233701217431,7.333333333333333,11.28965960179833,5.19,Small,-98.61000000000001
17035,PERNOD RICARD USA,3196,Absolut Orient Apple Vodka,14.81,19.99,750.0,1,14.81,2.0,39.98,39.98,1.58,123780.22,25.169999999999995,62.95647823911955,2.0,2.6995273463875757,14.81,Small,-14.81
480,BACARDI USA INC,4319,Bacardi Limon Traveler,7.29,9.99,750.0,2,14.58,8.0,79.92,49.95,6.3,89286.27,65.34,81.75675675675676,4.0,5.481481481481482,7.29,Small,-43.74
516,BANFI PRODUCTS CORP,37921,C Y Toro Carmenere Terrunyo,14.47,31.99,750.0,1,14.47,2.0,43.98,43.98,0.22,8510.41,29.509999999999998,67.09868121873579,2.0,3.039391845196959,14.47,Small,-14.47
4425,MARTIGNETTI COMPANIES,40566,Pascual Toso Cab Svgn Argn,7.23,12.99,750.0,2,14.46,4.0,41.96,31.47,0.44,144929.24,27.5,65.53860819828408,2.0,2.9017980636237897,7.23,Small,-14.46
17035,PERNOD RICARD USA,15954,Jacobs Crk Moscato Rose,7.23,14.99,750.0,2,14.46,2.0,29.98,29.98,0.22,123780.22,15.52,51.76784523015343,1.0,2.073305670816044,7.23,Small,0.0
653,STATE WINE & SPIRITS,8060,Salers Apertif Gentiane,14.28,21.99,750.0,1,14.28,1.0,21.99,21.99,0.11,8014.9800000000005,7.709999999999999,35.06139154160982,1.0,1.5399159663865545,14.28,Small,0.0
6785,PALM BAY INTERNATIONAL INC,22958,Cavit Select Red Blend,4.57,6.99,750.0,3,13.71,15.0,134.85,89.9,1.6600000000000001,13605.41,121.13999999999999,89.83314794215794,5.0,9.835886214442013,4.57,Small,-54.84
7749,R.P.IMPORTS INC,20442,Vigna Magana Dignus,13.51,19.99,750.0,1,13.51,3.0,59.97,59.97,0.33,91.5,46.46,77.47206936801734,3.0,4.438934122871947,13.51,Small,-27.02
9552,M S WALKER INC,24559,Dom Janasse Terre d'Argile,13.42,19.99,750.0,1,13.42,6.0,119.94,99.94999999999999,0.66,55551.82,106.52,88.81107220276805,6.0,8.937406855439642,13.42,Small,-67.1
12546,JIM BEAM BRANDS COMPANY,788,Skinnygirl Cucumber Vodka,11.19,14.99,750.0,1,11.19,8.0,119.92,74.95,6.3100000000000005,123880.97,108.73,90.66877918612408,8.0,10.716711349419125,11.19,Small,-78.33
480,BACARDI USA INC,6916,St Germain Liqueur,11.1,14.99,200.0,1,11.1,3.0,44.97,44.97,0.63,89286.27,33.87,75.3168779186124,3.0,4.051351351351351,11.1,Small,-22.2
90047,CRUSH WINES,18394,Ravines Gewurztraminer,10.96,16.99,750.0,1,10.96,1.0,16.99,16.99,0.11,1457.73,6.029999999999998,35.49146556798116,1.0,1.5501824817518246,10.96,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,12253,Cecchi Natio Organic Chianti,5.22,14.99,750.0,2,10.44,12.0,95.88,71.91,1.32,68054.7,85.44,89.11138923654568,6.0,9.183908045977011,5.22,Small,-52.199999999999996
90011,FORTUNE WINE BROKERS LLC,45495,Ermita Rioja White,10.38,15.99,750.0,1,10.38,6.0,95.94,63.96,0.66,238.60999999999999,85.56,89.18073796122577,6.0,9.242774566473987,10.38,Small,-51.900000000000006
7153,PINE STATE TRADING CO,5818,Tomahawk Maple Cream Liqueur,0.78,0.99,50.0,13,10.139999999999999,20.0,19.8,9.9,1.02,15884.82,9.660000000000002,48.787878787878796,1.5384615384615385,1.9526627218934913,0.7799999999999999,Medium,-5.46
2000,SOUTHERN WINE & SPIRITS NE,22226,Geyser Peak Pnt Nr,9.99,15.99,750.0,1,9.99,2.0,35.98,35.98,0.22,19016.59,25.989999999999995,72.23457476375764,2.0,3.601601601601601,9.99,Small,-9.99
9552,M S WALKER INC,19526,Rhone Roger Sabon 13 CDR Rou,9.39,13.99,750.0,1,9.39,22.0,307.78000000000003,237.83,2.43,55551.82,298.39000000000004,96.94911950094223,22.0,32.777422790202344,9.39,Small,-197.19
9165,ULTRA BEVERAGE COMPANY LLP,11209,Pezzi King Svgn Bl Dry Creek,8.78,12.99,750.0,1,8.78,25.0,324.75,259.8,2.7600000000000002,68054.7,315.97,97.2963818321786,25.0,36.987471526195904,8.78,Small,-210.71999999999997
660,SAZERAC NORTH AMERICA INC.,8563,Chi Chi's Chocolate Malt RTD,8.72,10.99,1750.0,1,8.72,12.0,131.88,109.9,22.060000000000002,17932.33,123.16,93.38792841977556,12.0,15.123853211009173,8.72,Small,-95.92
4692,KOBRAND CORPORATION,20420,Vigne A Porrona Rosso,8.66,12.99,750.0,1,8.66,1.0,12.99,12.99,0.11,9139.38,4.33,33.33333333333333,1.0,1.5,8.66,Small,0.0
8004,SAZERAC CO INC,4424,Barbarossa Spiced Rum,8.39,11.99,1750.0,1,8.39,5.0,54.95,43.96,9.19,50293.62,46.56,84.73157415832576,5.0,6.549463647199047,8.39,Small,-33.56
653,STATE WINE & SPIRITS,24438,Quara Malbec,8.1,11.99,750.0,1,8.1,1.0,11.99,11.99,0.11,8014.9800000000005,3.8900000000000006,32.44370308590492,1.0,1.480246913580247,8.1,Small,0.0
12546,JIM BEAM BRANDS COMPANY,122,DeKuyper Mixed Berry Medley,7.96,10.99,750.0,1,7.96,2.0,21.98,21.98,1.58,123880.97,14.02,63.785259326660594,2.0,2.761306532663317,7.96,Small,-7.96
1392,CONSTELLATION BRANDS INC,18419,Mark West Pnt Nr Santa Lucia,7.94,14.99,750.0,1,7.94,6.0,81.94,28.979999999999997,0.67,79528.99,74.0,90.30998291432756,6.0,10.319899244332493,7.94,Small,-39.7
4692,KOBRAND CORPORATION,40583,M Chiarlo Gavi Wh,7.33,10.99,750.0,1,7.33,11.0,120.89,87.92,1.21,9139.38,113.56,93.93663661179585,11.0,16.4924965893588,7.33,Small,-73.3
9165,ULTRA BEVERAGE COMPANY LLP,9191,Mojoshot Blue Lagoon RTD,0.73,0.99,50.0,10,7.3,28.0,27.72,20.79,1.4200000000000002,68054.7,20.419999999999998,73.66522366522366,2.8,3.7972602739726025,0.73,Medium,-13.14
8352,LUXCO INC,1007,12 Days of Pearls Gift Set,7.19,9.99,50.0,1,7.19,7.0,69.93,39.96,0.36,10261.6,62.74000000000001,89.71828971828972,7.0,9.726008344923505,7.19,Small,-43.14
12546,JIM BEAM BRANDS COMPANY,5250,DeKuyper Buttershots Trav,7.14,9.99,750.0,1,7.14,3.0,32.97,32.97,2.37,123880.97,25.83,78.34394904458598,3.0,4.61764705882353,7.14,Small,-14.28
6213,MHW LTD,4703,Blue Chair Bay Coconut Rum,0.77,0.99,50.0,9,6.93,451.0,446.49,197.01,23.310000000000002,9621.58,439.56,98.4478935698448,50.111111111111114,64.42857142857143,0.77,Medium,-340.34000000000003
7153,PINE STATE TRADING CO,41231,Mad Dogs & Englishmen Jumil,6.53,9.99,750.0,1,6.53,4.0,55.96,55.96,0.44,15884.82,49.43,88.33095067905646,4.0,8.56967840735069,6.53,Small,-19.59
9552,M S WALKER INC,8151,St Elder Elderflower Liqueur,0.71,0.99,50.0,8,5.68,74.0,73.26,33.66,3.81,55551.82,67.58000000000001,92.24679224679225,9.25,12.897887323943664,0.71,Medium,-46.86
9165,ULTRA BEVERAGE COMPANY LLP,22619,Promesses de France CdRhone,5.51,7.99,750.0,1,5.51,2.0,15.98,7.99,0.22,68054.7,10.47,65.51939924906132,2.0,2.900181488203267,5.51,Small,-5.51
12546,JIM BEAM BRANDS COMPANY,6066,Sauza Sparkling Margarita,5.38,6.99,750.0,1,5.38,5.0,34.95,27.96,3.9400000000000004,123880.97,29.570000000000004,84.6065808297568,5.0,6.496282527881042,5.38,Small,-21.52
2555,DISARONNO INTERNATIONAL LLC,5831,DiSaronno Amaretto,5.34,6.99,200.0,1,5.34,99.0,692.01,391.44,20.79,5861.03,686.67,99.22833485065244,99.0,129.58988764044943,5.34,Small,-523.3199999999999
90024,VINILANDIA USA,33707,Canaletto Pnt Grigio Venezie,5.22,9.99,750.0,1,5.22,4.0,39.96,39.96,0.44,2802.64,34.74,86.93693693693693,4.0,7.655172413793104,5.22,Small,-15.66
9165,ULTRA BEVERAGE COMPANY LLP,21691,Tracia Syrah,5.17,7.49,750.0,1,5.17,1.0,7.49,7.49,0.11,68054.7,2.3200000000000003,30.974632843791728,1.0,1.448742746615087,5.17,Small,0.0
3960,DIAGEO NORTH AMERICA INC,7902,Piehole Apple Pie,0.72,0.99,50.0,6,4.32,22.0,21.78,10.89,1.14,257032.07,17.46,80.16528925619835,3.6666666666666665,5.041666666666667,0.7200000000000001,Small,-11.52
516,BANFI PRODUCTS CORP,17172,Riunite Sweet White,4.1,5.99,750.0,1,4.1,3.0,17.97,17.97,0.33,8510.41,13.87,77.18419588202559,3.0,4.382926829268293,4.1,Small,-8.2
90024,VINILANDIA USA,46135,Aresti Pnt Nr Curico Vly,3.28,10.99,750.0,1,3.28,6.0,29.94,14.97,0.67,2802.64,26.66,89.0447561790247,6.0,9.128048780487806,3.28,Small,-16.4
3924,HEAVEN HILL DISTILLERIES,9123,Deep Eddy Vodka,0.74,0.99,50.0,2,1.48,2.0,1.98,0.99,0.1,14069.87,0.5,25.252525252525253,1.0,1.337837837837838,0.74,Small,0.0
3960,DIAGEO NORTH AMERICA INC,6127,The Club Strawbry Margarita,1.47,1.99,200.0,1,1.47,22.0,43.78,13.93,4.62,257032.07,42.31,96.6423024211969,22.0,29.782312925170068,1.47,Small,-30.87
7245,PROXIMO SPIRITS INC.,3065,Three Olives Grape Vodka,0.71,0.99,50.0,1,0.71,15.0,14.85,4.95,0.78,38994.78,14.14,95.21885521885523,15.0,20.91549295774648,0.71,Small,-9.94
